screen_id,wave,context,screen,apk_path,ios_path,apk_sections,ios_sections,section_overlap_pct,container,sticky_cta,sheet_chrome,safe_area,native_layout_score,content_parity_score,priority,remediation,screenshot_ios_before
business_pulse,C,BUSINESS,Pulse,apk/app/src/main/java/com/example/momentra/ui/shell/business/BusinessPulseActiveContent.kt,momentra/momentra/Shell/BusinessActive/BusinessPulseActiveView.swift,5,4,40,list,safe_area_inset,n_a,ok,2,1,P1,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/C/business_pulse/before.png
business_hub,C,BUSINESS,Hub,apk/app/src/main/java/com/example/momentra/ui/shell/business/BusinessQuickAddHub.kt,momentra/momentra/Shell/BusinessActive/BusinessQuickAddHub.swift,3,0,0,mixed,safe_area_inset,custom_chrome,ok,2,0,P1,Maintain List sections + QA icon assets,docs/qa/screenshots/ios-native-layout/C/business_hub/before.png
business_life,D,BUSINESS,Life,apk/app/src/main/java/com/example/momentra/ui/shell/business/life/CompanyLifeActiveContent.kt,momentra/momentra/Shell/BusinessActive/BusinessLifeActiveView.swift,1,0,0,list,toolbar,native,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/business_life/before.png
business_memory,D,BUSINESS,Memory,apk/app/src/main/java/com/example/momentra/ui/shell/business/ops/OpsMemoryActiveContent.kt,momentra/momentra/Shell/BusinessActive/Ops/OpsMemoryActiveView.swift,1,4,0,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/business_memory/before.png
business_moments,D,BUSINESS,Moments,apk/app/src/main/java/com/example/momentra/ui/shell/business/ops/OpsMomentsActiveContent.kt,momentra/momentra/Shell/BusinessActive/Ops/OpsMomentsActiveView.swift,1,2,0,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/business_moments/before.png
business_pulse,D,BUSINESS,Pulse,apk/app/src/main/java/com/example/momentra/ui/shell/business/ops/OpsPulseActiveContent.kt,momentra/momentra/Shell/BusinessActive/Ops/OpsPulseActiveView.swift,3,4,67,list,none,n_a,ok,1,1,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/business_pulse/before.png
business_memory,D,BUSINESS,Memory,apk/app/src/main/java/com/example/momentra/ui/shell/business/runway/RunwayMemoryActiveContent.kt,momentra/momentra/Shell/BusinessActive/Runway/RunwayMemoryActiveView.swift,1,0,0,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/business_memory/before.png
business_moments,D,BUSINESS,Moments,apk/app/src/main/java/com/example/momentra/ui/shell/business/runway/RunwayMomentsActiveContent.kt,momentra/momentra/Shell/BusinessActive/Runway/RunwayMomentsActiveView.swift,1,3,0,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/business_moments/before.png
business_pulse,D,BUSINESS,Pulse,apk/app/src/main/java/com/example/momentra/ui/shell/business/runway/RunwayPulseActiveContent.kt,momentra/momentra/Shell/BusinessActive/Runway/RunwayPulseActiveView.swift,5,5,80,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/business_pulse/before.png
business_memory,D,BUSINESS,Memory,apk/app/src/main/java/com/example/momentra/ui/shell/business/teamops/TeamOpsMemoryActiveContent.kt,momentra/momentra/Shell/BusinessActive/TeamOps/TeamOpsMemoryActiveView.swift,1,0,0,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/business_memory/before.png
business_moments,D,BUSINESS,Moments,apk/app/src/main/java/com/example/momentra/ui/shell/business/teamops/TeamOpsMomentsActiveContent.kt,momentra/momentra/Shell/BusinessActive/TeamOps/TeamOpsMomentsActiveView.swift,1,3,0,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/business_moments/before.png
business_pulse,D,BUSINESS,Pulse,apk/app/src/main/java/com/example/momentra/ui/shell/business/teamops/TeamOpsPulseActiveContent.kt,momentra/momentra/Shell/BusinessActive/TeamOps/TeamOpsPulseActiveView.swift,4,4,75,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/business_pulse/before.png
global_circle_coming_soon,D,GLOBAL,Circle Coming Soon,apk/app/src/main/java/com/example/momentra/ui/shell/circle/CircleComingSoonContent.kt,momentra/momentra/Shell/Circle/CircleComingSoonView.swift,3,0,0,list,none,n_a,ok,1,0,P3,Add safeAreaInset for sticky CTAs; split monolithic VStack into List sections,docs/qa/screenshots/ios-native-layout/D/global_circle_coming_soon/before.png
shell_company_switcher,A,SHELL,Company Switcher,apk/app/src/main/java/com/example/momentra/ui/shell/components/CompanySwitcher.kt,momentra/momentra/Shell/Components/ShellChrome.swift,1,2,100,scroll_vstack,toolbar,n_a,ok,1,2,P3,Add safeAreaInset for sticky CTAs; split monolithic VStack into List sections,docs/qa/screenshots/device-audit/wave1/company_switcher/ios.png
shell_context_switcher,A,SHELL,Context Switcher,apk/app/src/main/java/com/example/momentra/ui/shell/components/ContextSwitcher.kt,momentra/momentra/Shell/Components/ShellChrome.swift,1,2,0,scroll_vstack,toolbar,n_a,ok,2,2,P3,ShellToolbarContent + context inset for NavigationStack shell,docs/qa/screenshots/device-audit/wave1/context_switcher/ios.png
global_life360_coming_soon,D,GLOBAL,Life360 Coming Soon,apk/app/src/main/java/com/example/momentra/ui/shell/components/Life360ComingSoon.kt,momentra/momentra/Shell/Components/Life360ComingSoonView.swift,3,0,0,scroll_vstack,none,custom_chrome,ok,1,0,P3,Add safeAreaInset for sticky CTAs; split monolithic VStack into List sections,docs/qa/screenshots/ios-native-layout/D/global_life360_coming_soon/before.png
shell_moment_switcher,A,SHELL,Moment Switcher,apk/app/src/main/java/com/example/momentra/ui/shell/components/MomentSwitcher.kt,momentra/momentra/Shell/Components/ShellChrome.swift,1,2,0,scroll_vstack,toolbar,n_a,ok,2,2,P3,ShellToolbarContent + context inset for NavigationStack shell,docs/qa/screenshots/device-audit/wave1/moment_switcher/ios.png
shell_topbar,A,SHELL,TopBar,apk/app/src/main/java/com/example/momentra/ui/shell/components/MomentraTopBar.kt,momentra/momentra/Shell/Components/ShellChrome.swift,3,2,0,scroll_vstack,toolbar,n_a,ok,2,0,P3,ShellToolbarContent + context inset for NavigationStack shell,docs/qa/screenshots/device-audit/wave1/topbar_personal/ios.png
shell_bottom_nav,A,SHELL,Bottom Nav,apk/app/src/main/java/com/example/momentra/ui/shell/components/ShellBottomNavigation.kt,momentra/momentra/Shell/Components/ShellChrome.swift,1,2,0,scroll_vstack,toolbar,n_a,ok,2,2,P0,Native TabView with per-tab content roots,docs/qa/screenshots/device-audit/wave1/bottom_nav/ios.png
business_create,D,BUSINESS,Create,apk/app/src/main/java/com/example/momentra/ui/shell/empty/BusinessCreateEmptyContent.kt,momentra/momentra/Shell/BusinessCreateEmptyView.swift,2,0,0,list,none,custom_chrome,ok,1,0,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/business_create/before.png
business_life,C,BUSINESS,Life,apk/app/src/main/java/com/example/momentra/ui/shell/empty/BusinessLifeEmptyContent.kt,momentra/momentra/Shell/BusinessLifeEmptyView.swift,2,0,0,list,none,custom_chrome,ok,1,0,P1,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/C/business_life/before.png
business_memory,D,BUSINESS,Memory,apk/app/src/main/java/com/example/momentra/ui/shell/empty/BusinessMemoryEmptyContent.kt,momentra/momentra/Shell/BusinessMemoryEmptyView.swift,1,0,0,list,none,custom_chrome,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/business_memory/before.png
business_moments,D,BUSINESS,Moments,apk/app/src/main/java/com/example/momentra/ui/shell/empty/BusinessMomentsEmptyContent.kt,momentra/momentra/Shell/BusinessMomentsEmptyView.swift,2,0,0,list,none,custom_chrome,ok,1,0,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/business_moments/before.png
business_pulse,D,BUSINESS,Pulse,apk/app/src/main/java/com/example/momentra/ui/shell/empty/BusinessPulseEmptyContent.kt,momentra/momentra/Shell/BusinessPulseEmptyView.swift,2,0,0,list,none,custom_chrome,ok,1,0,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/business_pulse/before.png
group_life,D,GROUP,Life,apk/app/src/main/java/com/example/momentra/ui/shell/empty/group/GroupLifeEmptyContent.kt,momentra/momentra/Shell/GroupEmpty/GroupLifeEmptyView.swift,4,0,0,list,none,n_a,ok,1,0,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_life/before.png
group_memory,D,GROUP,Memory,apk/app/src/main/java/com/example/momentra/ui/shell/empty/group/GroupMemoryEmptyContent.kt,momentra/momentra/Shell/GroupEmpty/GroupMemoryEmptyView.swift,2,0,0,list,none,n_a,ok,1,0,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_memory/before.png
group_moments,D,GROUP,Moments,apk/app/src/main/java/com/example/momentra/ui/shell/empty/group/GroupMomentsEmptyContent.kt,momentra/momentra/Shell/GroupEmpty/GroupMomentsEmptyView.swift,4,0,0,list,none,n_a,ok,1,0,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_moments/before.png
group_pulse,D,GROUP,Pulse,apk/app/src/main/java/com/example/momentra/ui/shell/empty/group/GroupPulseEmptyContent.kt,momentra/momentra/Shell/GroupEmpty/GroupPulseEmptyView.swift,1,0,0,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_pulse/before.png
personal_create,C,PERSONAL,Create,apk/app/src/main/java/com/example/momentra/ui/shell/empty/personal/PersonalCreateEmptyContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalCreateEmptyView.swift,4,1,25,list,none,custom_chrome,ok,1,0,P1,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/C/personal_create/before.png
personal_memory,D,PERSONAL,Memory,apk/app/src/main/java/com/example/momentra/ui/shell/empty/personal/PersonalMemoryEmptyContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalMemoryEmptyView.swift,7,6,100,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/personal_memory/before.png
personal_moments,C,PERSONAL,Moments,apk/app/src/main/java/com/example/momentra/ui/shell/empty/personal/PersonalMomentsEmptyContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalMomentsEmptyView.swift,7,6,71,list,none,n_a,ok,1,2,P1,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/C/personal_moments/before.png
personal_pulse,C,PERSONAL,Pulse,apk/app/src/main/java/com/example/momentra/ui/shell/empty/personal/PersonalPulseEmptyContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalPulseEmptyView.swift,9,6,56,mixed,none,n_a,ok,2,1,P1,Maintain List sections for empty Pulse scaffold,docs/qa/screenshots/ios-native-layout/C/personal_pulse/before.png
group_life,D,GROUP,Life,apk/app/src/main/java/com/example/momentra/ui/shell/group/GroupLifeActiveContent.kt,momentra/momentra/Shell/GroupActive/GroupLifeActiveView.swift,10,1,10,mixed,none,n_a,ok,1,0,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_life/before.png
group_memory,D,GROUP,Memory,apk/app/src/main/java/com/example/momentra/ui/shell/group/GroupMemoryActiveContent.kt,momentra/momentra/Shell/GroupActive/GroupMemoryActiveView.swift,4,0,0,list,none,n_a,ok,1,0,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_memory/before.png
group_moments,D,GROUP,Moments,apk/app/src/main/java/com/example/momentra/ui/shell/group/GroupMomentsActiveContent.kt,momentra/momentra/Shell/GroupActive/GroupMomentsActiveView.swift,4,1,100,list,none,custom_chrome,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_moments/before.png
group_pulse,D,GROUP,Pulse,apk/app/src/main/java/com/example/momentra/ui/shell/group/GroupPulseActiveContent.kt,momentra/momentra/Shell/GroupActive/GroupPulseActiveView.swift,8,2,25,mixed,scroll_away,custom_chrome,ok,1,0,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_pulse/before.png
group_hub,C,GROUP,Hub,apk/app/src/main/java/com/example/momentra/ui/shell/group/GroupQuickAddHub.kt,momentra/momentra/Shell/GroupActive/GroupQuickAddHubView.swift,3,0,0,mixed,safe_area_inset,custom_chrome,ok,2,0,P1,Maintain List sections + QA icon assets,docs/qa/screenshots/ios-native-layout/C/group_hub/before.png
group_memory,D,GROUP,Memory,apk/app/src/main/java/com/example/momentra/ui/shell/group/experience/ExperienceMemoryActiveContent.kt,momentra/momentra/Shell/GroupActive/Experience/ExperienceMemoryActiveView.swift,1,1,0,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_memory/before.png
group_moments,D,GROUP,Moments,apk/app/src/main/java/com/example/momentra/ui/shell/group/experience/ExperienceMomentsActiveContent.kt,momentra/momentra/Shell/GroupActive/Experience/ExperienceMomentsActiveView.swift,1,1,0,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_moments/before.png
group_pulse,D,GROUP,Pulse,apk/app/src/main/java/com/example/momentra/ui/shell/group/experience/ExperiencePulseActiveContent.kt,momentra/momentra/Shell/GroupActive/Experience/ExperiencePulseActiveView.swift,5,1,0,list,none,n_a,ok,1,0,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_pulse/before.png
group_hub,D,GROUP,Hub,apk/app/src/main/java/com/example/momentra/ui/shell/group/experience/ExperienceQuickAddHub.kt,momentra/momentra/Shell/GroupActive/Experience/ExperienceQuickAddHubView.swift,2,0,0,mixed,safe_area_inset,custom_chrome,ok,2,0,P3,Maintain List sections + QA icon assets,docs/qa/screenshots/ios-native-layout/D/group_hub/before.png
group_memory,D,GROUP,Memory,apk/app/src/main/java/com/example/momentra/ui/shell/group/living/LivingMemoryActiveContent.kt,momentra/momentra/Shell/GroupActive/Living/LivingMemoryActiveView.swift,1,1,0,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_memory/before.png
group_moments,D,GROUP,Moments,apk/app/src/main/java/com/example/momentra/ui/shell/group/living/LivingMomentsActiveContent.kt,momentra/momentra/Shell/GroupActive/Living/LivingMomentsActiveView.swift,2,1,0,list,none,n_a,ok,1,0,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_moments/before.png
group_pulse,D,GROUP,Pulse,apk/app/src/main/java/com/example/momentra/ui/shell/group/living/LivingPulseActiveContent.kt,momentra/momentra/Shell/GroupActive/Living/LivingPulseActiveView.swift,2,1,0,list,none,n_a,ok,1,0,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_pulse/before.png
group_hub,D,GROUP,Hub,apk/app/src/main/java/com/example/momentra/ui/shell/group/living/LivingQuickAddHub.kt,momentra/momentra/Shell/GroupActive/Living/LivingQuickAddHubView.swift,2,0,0,mixed,safe_area_inset,custom_chrome,ok,2,0,P3,Maintain List sections + QA icon assets,docs/qa/screenshots/ios-native-layout/D/group_hub/before.png
group_memory,D,GROUP,Memory,apk/app/src/main/java/com/example/momentra/ui/shell/group/purchase/PurchaseMemoryActiveContent.kt,momentra/momentra/Shell/GroupActive/Purchase/PurchaseMemoryActiveView.swift,1,1,0,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_memory/before.png
group_moments,D,GROUP,Moments,apk/app/src/main/java/com/example/momentra/ui/shell/group/purchase/PurchaseMomentsActiveContent.kt,momentra/momentra/Shell/GroupActive/Purchase/PurchaseMomentsActiveView.swift,1,1,0,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_moments/before.png
group_pulse,D,GROUP,Pulse,apk/app/src/main/java/com/example/momentra/ui/shell/group/purchase/PurchasePulseActiveContent.kt,momentra/momentra/Shell/GroupActive/Purchase/PurchasePulseActiveView.swift,2,1,0,list,none,n_a,ok,1,0,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_pulse/before.png
group_hub,D,GROUP,Hub,apk/app/src/main/java/com/example/momentra/ui/shell/group/purchase/PurchaseQuickAddHub.kt,momentra/momentra/Shell/GroupActive/Purchase/PurchaseQuickAddHubView.swift,2,0,0,mixed,safe_area_inset,custom_chrome,ok,2,0,P3,Maintain List sections + QA icon assets,docs/qa/screenshots/ios-native-layout/D/group_hub/before.png
group_memory,D,GROUP,Memory,apk/app/src/main/java/com/example/momentra/ui/shell/group/wedding/WeddingMemoryActiveContent.kt,momentra/momentra/Shell/GroupActive/Wedding/WeddingMemoryActiveView.swift,2,1,0,list,none,n_a,ok,1,0,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_memory/before.png
group_moments,D,GROUP,Moments,apk/app/src/main/java/com/example/momentra/ui/shell/group/wedding/WeddingMomentsActiveContent.kt,momentra/momentra/Shell/GroupActive/Wedding/WeddingMomentsActiveView.swift,1,1,0,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/group_moments/before.png
group_pulse,C,GROUP,Pulse,apk/app/src/main/java/com/example/momentra/ui/shell/group/wedding/WeddingPulseActiveContent.kt,momentra/momentra/Shell/GroupActive/Wedding/WeddingPulseActiveView.swift,2,1,0,list,none,n_a,ok,1,0,P1,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/C/group_pulse/before.png
group_hub,D,GROUP,Hub,apk/app/src/main/java/com/example/momentra/ui/shell/group/wedding/WeddingQuickAddHub.kt,momentra/momentra/Shell/GroupActive/Wedding/WeddingQuickAddHubView.swift,3,0,0,mixed,safe_area_inset,custom_chrome,ok,2,0,P3,Maintain List sections + QA icon assets,docs/qa/screenshots/ios-native-layout/D/group_hub/before.png
personal_memory,D,PERSONAL,Memory,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalFutureMemoryActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalFutureMemoryActiveView.swift,4,9,50,list,none,n_a,ok,1,1,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/personal_memory/before.png
personal_moments,D,PERSONAL,Moments,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalFutureMomentsActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalFutureMomentsActiveView.swift,7,6,29,list,none,n_a,ok,1,0,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/personal_moments/before.png
personal_life,C,PERSONAL,Life,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalLifeActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalLifeActiveView.swift,18,11,83,mixed,none,n_a,ok,1,2,P1,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/C/personal_life/before.png
personal_life,D,PERSONAL,Life,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalLifeOpsMemoryActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalLifeOpsMemoryActiveView.swift,4,9,75,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/personal_life/before.png
personal_life,D,PERSONAL,Life,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalLifeOpsMomentsActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalLifeOpsMomentsActiveView.swift,7,6,57,list,none,n_a,ok,1,1,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/personal_life/before.png
personal_life,D,PERSONAL,Life,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalLifestyleMemoryActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalLifestyleMemoryActiveView.swift,1,6,100,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/personal_life/before.png
personal_life,D,PERSONAL,Life,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalLifestyleMomentsActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalLifestyleMomentsActiveView.swift,4,6,25,list,none,n_a,ok,1,0,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/personal_life/before.png
personal_life,C,PERSONAL,Life,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalLifestylePulseActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalLifestylePulseActiveView.swift,7,6,86,list,none,n_a,ok,1,2,P1,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/C/personal_life/before.png
personal_pulse,D,PERSONAL,Pulse,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalPulseActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalPulseActiveView.swift,7,9,57,list,none,n_a,ok,1,1,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/personal_pulse/before.png
personal_hub,C,PERSONAL,Hub,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalQuickAddHub.kt,momentra/momentra/Shell/PersonalEmpty/PersonalQuickAddHubView.swift,3,0,0,list,none,custom_chrome,ok,2,0,P1,Maintain List sections + QA icon assets,docs/qa/screenshots/ios-native-layout/C/personal_hub/before.png
personal_personalrecentactivity,D,PERSONAL,PersonalRecentActivity,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalRecentActivityScreen.kt,momentra/momentra/Shell/PersonalEmpty/PersonalRecentActivitySheets.swift,5,5,20,scroll_vstack,none,native,ok,1,0,P3,Add safeAreaInset for sticky CTAs; split monolithic VStack into List sections,docs/qa/screenshots/ios-native-layout/D/personal_personalrecentactivity/before.png
personal_memory,D,PERSONAL,Memory,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalRelationshipsMemoryActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalRelationshipsMemoryActiveView.swift,1,6,100,list,none,n_a,ok,1,2,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/personal_memory/before.png
personal_moments,D,PERSONAL,Moments,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalRelationshipsMomentsActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalRelationshipsMomentsActiveView.swift,4,6,25,list,none,n_a,ok,1,0,P3,Maintain NativeDashboardScaffold sections; verify sticky CTA,docs/qa/screenshots/ios-native-layout/D/personal_moments/before.png
