family,batch,moment_type,screen_id,screen_name,figma_node,widget_id,widget_name,widget_type,data_behaviour,data_requirement,source_type,api_contract,final_api,canonical,live_route,join_status,notes,closure_theme,implementation_status
RUNWAY,B-M2 Business Runway,Business Runway,B-BR02,Business Runway Pulse,692:36956,B-BR02-W01,Company Selector,Selector,Local UI / navigation,No canonical persistence,LOCAL UI,LOCAL_ONLY,N/A,,LOCAL,LOCAL_ONLY,UI-only / navigation,—,N/A
RUNWAY,B-M2 Business Runway,Business Runway,B-BR02,Business Runway Pulse,692:36956,B-BR02-W02,Active Moment Module Selector,Selector,Local UI / navigation,No canonical persistence,LOCAL UI,LOCAL_ONLY,N/A,,LOCAL,LOCAL_ONLY,UI-only / navigation,—,N/A
RUNWAY,B-M2 Business Runway,Business Runway,B-BR02,Business Runway Pulse,692:36956,B-BR02-W03,Runway Health Score,Derived KPI,Canonical/projection read,Overall runway health,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,GET /v1/business/moments/:momentId/pulse,projection.business_pulse.financial_health_score,GET /v1/business/moments/:id/pulse,WIRED,B2 projection writer live,CL-29,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR02,Business Runway Pulse,692:36956,B-BR02-W04,Runway Health Narrative,Insight,Canonical/projection read,Explains health,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,GET /v1/business/moments/:momentId/pulse,projection.business_pulse.financial_health_score,GET /v1/business/moments/:id/pulse,WIRED,Client-side narrative from score,CL-29,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR02,Business Runway Pulse,692:36956,B-BR02-W05,Months Runway,KPI,Canonical/projection read,Capital runway months,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,GET /v1/business/moments/:momentId/pulse,projection.business_pulse.runway_months,GET /v1/business/moments/:id/pulse,WIRED,B2 computeRunwayMonths live,CL-29,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR02,Business Runway Pulse,692:36956,B-BR02-W07,Cash / Expense KPI,KPI,Canonical/derived mapping with unresolved contract detail,Expense total,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/finance,GET /v1/business/moments/:momentId/finance,projection.business_finance_snapshot,GET /v1/business/moments/:id/finance | GET /v1/business/moments/:id/pulse,WIRED,Finance facet + pulse embed,CL-40,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR02,Business Runway Pulse,692:36956,B-BR02-W08,Revenue KPI,KPI,Canonical/derived mapping with unresolved contract detail,Revenue total,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/finance,GET /v1/business/moments/:momentId/finance,projection.business_finance_snapshot + finance.revenue,GET /v1/business/moments/:id/finance | GET /v1/business/moments/:id/pulse,WIRED,Finance facet + revenue writes,CL-40,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR02,Business Runway Pulse,692:36956,B-BR02-W09,Burn Rate by Category,Visualization,Canonical/projection read,Category spend breakdown,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,GET /v1/business/moments/:momentId/pulse,projection.business_pulse.widget_payload.categoryBreakdown,GET /v1/business/moments/:id/pulse,WIRED,B2 categoryBreakdown from expenses,CL-29,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR02,Business Runway Pulse,692:36956,B-BR02-W10,Category Burn Row,List Row,Canonical/projection read,Per-category amount/pct,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,GET /v1/business/moments/:momentId/pulse,projection.business_pulse.widget_payload.categoryBreakdown,GET /v1/business/moments/:id/pulse,WIRED,Parse widget_payload rows,CL-29,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR02,Business Runway Pulse,692:36956,B-BR02-W11,Needs Attention Count,KPI,Canonical/projection read,Attention items,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,GET /v1/business/moments/:momentId/pulse,projection.business_pulse.attention_count,GET /v1/business/moments/:id/pulse,WIRED,Open issues + attention projection,CL-29,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR02,Business Runway Pulse,692:36956,B-BR02-W12,Attention Item Card,Alert Card,Canonical/derived mapping with unresolved contract detail,Recent attention event,PROJECTION / CANONICAL,GET /v1/moments/:momentId/activity?cursor=&limit=,GET /v1/moments/:momentId/activity,projection.recent_activity,GET /v1/business/moments/:id/activity,WIRED,Activity timeline bind,CL-40,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR02,Business Runway Pulse,692:36956,B-BR02-W13,Recent Financial Activity,Timeline,Canonical/derived mapping with unresolved contract detail,Latest finance events,PROJECTION / CANONICAL,GET /v1/moments/:momentId/activity?cursor=&limit=,GET /v1/moments/:momentId/activity,projection.recent_activity + projection.business_moments,GET /v1/business/moments/:id/activity,WIRED,Runway pulse activity section,CL-40,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR02,Business Runway Pulse,692:36956,B-BR02-W14,Activity Period,Filter,Local UI / navigation,No canonical persistence,LOCAL UI,LOCAL_ONLY,N/A,,LOCAL,LOCAL_ONLY,UI-only / navigation,—,N/A
RUNWAY,B-M2 Business Runway,Business Runway,B-BR02,Business Runway Pulse,692:36956,B-BR02-W15,Financial Intelligence,AI Insight Group,Canonical/derived mapping with unresolved contract detail,AI financial insights,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,GET /v1/business/moments/:momentId/pulse,ai.ai_insight + analytics.metric_current,,DEFERRED,AI financial intelligence deferred — honest empty,CL-29,DEFERRED
RUNWAY,B-M2 Business Runway,Business Runway,B-BR02,Business Runway Pulse,692:36956,B-BR02-W16,Runway Optimization Insight,AI Insight,Canonical/derived mapping with unresolved contract detail,Cost/runway opportunity,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,GET /v1/business/moments/:momentId/pulse,ai.ai_insight,,DEFERRED,AI financial intelligence deferred — honest empty,CL-29,DEFERRED
RUNWAY,B-M2 Business Runway,Business Runway,B-BR02,Business Runway Pulse,692:36956,B-BR02-W17,Log Expense,Action,Canonical write,Starts expense capture,CANONICAL,POST /v1/moments/:momentId/business-expenses,POST /v1/moments/:momentId/business-expenses,finance.expense + finance.business_expense_context,POST /v1/moments/:id/business-expenses,WIRED,Live business-expenses,CL-40,EXISTING / VERIFY
RUNWAY,B-M2 Business Runway,Business Runway,B-BR02,Business Runway Pulse,692:36956,B-BR02-W18,Open Action Center,Navigation,Local UI / navigation,No canonical persistence,LOCAL UI,LOCAL_ONLY,N/A,,LOCAL,LOCAL_ONLY,UI-only / navigation,—,N/A
RUNWAY,B-M2 Business Runway,Business Runway,B-BR03,Business Runway Moments,692:37078,B-BR03-W01,Timeline Entry Count,KPI,Canonical/derived mapping with unresolved contract detail,Activity entries,PROJECTION / CANONICAL,GET /v1/moments/:momentId/activity?cursor=&limit=,GET /v1/moments/:momentId/activity,projection.recent_activity + projection.business_moments,GET /v1/business/moments/:id/activity,WIRED,Runway Moments hero KPI,CL-40,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR03,Business Runway Moments,692:37078,B-BR03-W02,Revenue Total,KPI,Canonical/derived mapping with unresolved contract detail,Live revenue,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/finance,GET /v1/business/moments/:momentId/finance,projection.business_finance_snapshot,GET /v1/business/moments/:id/finance,WIRED,Finance facet bind,CL-40,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR03,Business Runway Moments,692:37078,B-BR03-W03,Spent Total,KPI,Canonical/derived mapping with unresolved contract detail,Live expenses,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/finance,GET /v1/business/moments/:momentId/finance,projection.business_finance_snapshot,GET /v1/business/moments/:id/finance,WIRED,Finance facet bind,CL-40,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR03,Business Runway Moments,692:37078,B-BR03-W04,Revenue / Expenses Filter,Filter,Local UI / navigation,No canonical persistence,LOCAL UI,LOCAL_ONLY,N/A,,LOCAL,LOCAL_ONLY,Client-side activity filter,—,N/A
RUNWAY,B-M2 Business Runway,Business Runway,B-BR03,Business Runway Moments,692:37078,B-BR03-W05,Financial Timeline,Timeline,Canonical/derived mapping with unresolved contract detail,Revenue/expense history,PROJECTION / CANONICAL,GET /v1/moments/:momentId/activity?cursor=&limit=,GET /v1/moments/:momentId/activity,projection.business_moments.card_payload.events,GET /v1/business/moments/:id/activity,WIRED,B2 business_moments timeline,CL-40,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR03,Business Runway Moments,692:37078,B-BR03-W06,Event Title,Event Display,Canonical/derived mapping with unresolved contract detail,Identifies event,PROJECTION / CANONICAL,GET /v1/moments/:momentId/activity?cursor=&limit=,GET /v1/moments/:momentId/activity,projection.business_moments,GET /v1/business/moments/:id/activity,WIRED,Activity item title/code,CL-40,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR03,Business Runway Moments,692:37078,B-BR03-W07,Event Timestamp,Event Display,Canonical/derived mapping with unresolved contract detail,When event occurred,PROJECTION / CANONICAL,GET /v1/moments/:momentId/activity?cursor=&limit=,GET /v1/moments/:momentId/activity,projection.recent_activity,GET /v1/business/moments/:id/activity,WIRED,Activity occurredAt,CL-40,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR03,Business Runway Moments,692:37078,B-BR03-W08,Progress Snapshot Gauges,Derived KPI,Canonical requirement not fully supported,Burn/collections health,CANONICAL / CONTRACT GAP,GET /v1/business/moments/:momentId/pulse,GET /v1/business/moments/:momentId/pulse,analytics.metric_current,,DEFERRED,Gauges stay empty until metric writers,CL-29,IMPLEMENTATION REQUIRED
RUNWAY,B-M2 Business Runway,Business Runway,B-BR04,Business Runway Memory,698:9970,B-BR04-W01,Memory Scope Filter,Filter,Local UI / navigation,No canonical persistence,LOCAL UI,LOCAL_ONLY,N/A,,LOCAL,LOCAL_ONLY,Client-side memory filter,—,N/A
RUNWAY,B-M2 Business Runway,Business Runway,B-BR04,Business Runway Memory,698:9970,B-BR04-W02,Learning Overview Ring,Derived KPI,Canonical/projection read,Memory signal strength,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/memory,GET /v1/business/moments/:momentId/memory,projection.business_memory,GET /v1/business/moments/:id/memory,WIRED,Runway Memory layout bind,CL-18,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR04,Business Runway Memory,698:9970,B-BR04-W03,Learnings Count,KPI,Canonical/projection read,Learnings count,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/memory,GET /v1/business/moments/:momentId/memory,projection.business_memory.memory_count,GET /v1/business/moments/:id/memory,WIRED,B2 business_memory items,CL-18,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR04,Business Runway Memory,698:9970,B-BR04-W04,Success Memory List,Memory List,Canonical/projection read,Financial learnings,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/memory,GET /v1/business/moments/:momentId/memory,projection.business_memory.recent_memory_payload.items,GET /v1/business/moments/:id/memory,WIRED,B2 business_memory items,CL-18,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR04,Business Runway Memory,698:9970,B-BR04-W05,Record a Learning,CTA,Canonical write,Adds learning,CANONICAL,Memory.Create — HTTP route TBD,POST /v1/moments/:momentId/business-memory,memory.memory,POST /v1/moments/:id/business-memory,WIRED,Runway memory sheet live,CL-18,EXISTING / VERIFY
RUNWAY,B-M2 Business Runway,Business Runway,B-BR04,Business Runway Memory,698:9970,B-BR04-W06,Share with Team,CTA,Canonical requirement not fully supported,Shares insight,CANONICAL / CONTRACT GAP,Memory.Share — route TBD,sharing/notification command TBD,memory.memory,,DEFERRED,Share deferred — honest disabled CTA,CL-18,DEFERRED
RUNWAY,B-M2 Business Runway,Business Runway,B-BR05,Business Runway Life,700:10521,B-BR05-W01,Runway Life Section,Section,Canonical/projection read,Runway life facet,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/life,GET /v1/business/moments/:momentId/life,projection.business_life.runway_payload,GET /v1/business/moments/:id/life,WIRED,B2 runway_payload projection,CL-29,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR05,Business Runway Life,700:10521,B-BR05-W02,Status Label,Status,Canonical/projection read,Runway status,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/life,GET /v1/business/moments/:momentId/life,projection.business_life.runway_payload.statusLabel,GET /v1/business/moments/:id/life,WIRED,From setup prefs + refresh,CL-29,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR05,Business Runway Life,700:10521,B-BR05-W03,Available Cash Summary,Summary,Canonical/projection read,Configured cash,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/life,GET /v1/business/moments/:momentId/life,projection.business_life.runway_payload.availableCash,GET /v1/business/moments/:id/life,WIRED,B2 runway_payload field,CL-29,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR05,Business Runway Life,700:10521,B-BR05-W04,Monthly Spend / Revenue Summary,Summary KPI,Canonical/projection read,Spend vs revenue,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/life,GET /v1/business/moments/:momentId/life,projection.business_life.runway_payload.monthlySpending + revenueTotal,GET /v1/business/moments/:id/life,WIRED,B2 runway_payload + finance snapshot,CL-29,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR06,Business Runway Action Center,692:44440,B-BR06-W01,Action Center Hub,Navigation,Local UI / navigation,No canonical persistence,LOCAL UI,LOCAL_ONLY,N/A,,LOCAL,LOCAL_ONLY,Runway hub chrome,—,N/A
RUNWAY,B-M2 Business Runway,Business Runway,B-BR06,Business Runway Action Center,692:44440,B-BR06-W02,Log Revenue,Action Card,Canonical write,Records revenue,CANONICAL,POST /v1/moments/:momentId/revenues,POST /v1/moments/:momentId/revenues,finance.revenue,POST /v1/moments/:id/revenues,WIRED,V019 BUSINESS_RUNWAY capability,CL-40,EXISTING / VERIFY
RUNWAY,B-M2 Business Runway,Business Runway,B-BR06,Business Runway Action Center,692:44440,B-BR06-W03,Log Expense,Action Card,Canonical write,Records expense,CANONICAL,POST /v1/moments/:momentId/business-expenses,POST /v1/moments/:momentId/business-expenses,finance.expense,POST /v1/moments/:id/business-expenses,WIRED,V019 BUSINESS_RUNWAY capability,CL-40,EXISTING / VERIFY
RUNWAY,B-M2 Business Runway,Business Runway,B-BR06,Business Runway Action Center,692:44440,B-BR06-W04,Invoice Track,Action Card,Canonical write,Creates invoice,CANONICAL,POST /v1/moments/:momentId/invoices,POST /v1/moments/:momentId/invoices,finance.invoice + finance.invoice_line,POST /v1/moments/:id/invoices,WIRED,V019 BUSINESS_RUNWAY capability,CL-40,EXISTING / VERIFY
RUNWAY,B-M2 Business Runway,Business Runway,B-BR06,Business Runway Action Center,692:44440,B-BR06-W05,Tax Entry,Action Card,Canonical write,Tax capture,CANONICAL,POST /v1/moments/:momentId/tax-obligations,POST /v1/moments/:momentId/tax-obligations,finance.tax_entry,POST /v1/moments/:id/tax-obligations,WIRED,Live canonical writer POST /tax-obligations,CL-40,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR06,Business Runway Action Center,692:44440,B-BR06-W06,Investor Update,Action Card,Canonical write,Investor comms,CANONICAL,POST /v1/moments/:momentId/investor-updates,POST /v1/moments/:momentId/investor-updates,business.business_update,POST /v1/moments/:id/investor-updates,WIRED,Live canonical writer POST /investor-updates,CL-40,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR06,Business Runway Action Center,692:44440,B-BR06-W07,Budget Alert,Action Card,Canonical write,Budget alert,CANONICAL,POST /v1/moments/:momentId/budget-alerts,POST /v1/moments/:momentId/budget-alerts,analytics.attention_item,POST /v1/moments/:id/budget-alerts,WIRED,Live canonical writer POST /budget-alerts,CL-40,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR06,Business Runway Action Center,692:44440,B-BR06-W08,Forecast Update,Action Card,Canonical write,Forecast revision,CANONICAL,POST /v1/moments/:momentId/forecast-scenarios,POST /v1/moments/:momentId/forecast-scenarios,analytics.metric_current,POST /v1/moments/:id/forecast-scenarios,WIRED,Live canonical writer POST /forecast-scenarios,CL-40,REAL_DATA
RUNWAY,B-M2 Business Runway,Business Runway,B-BR06,Business Runway Action Center,692:44440,B-BR06-W09,General Update,Action Card,Canonical write,Posts update,CANONICAL,POST /v1/moments/:momentId/business-updates,POST /v1/moments/:momentId/business-updates,business.business_update,POST /v1/moments/:id/business-updates,WIRED,Runway update sheet live,CL-40,EXISTING / VERIFY
RUNWAY,B-M2 Business Runway,Business Runway,B-BR06,Business Runway Action Center,692:44440,B-BR06-W10,Save to Memory,Action Card,Canonical write,Captures learning,CANONICAL,Memory.Create — HTTP route TBD,POST /v1/moments/:momentId/business-memory,memory.memory,POST /v1/moments/:id/business-memory,WIRED,Runway memory sheet live,CL-18,EXISTING / VERIFY
