family,batch,moment_type,screen_id,screen_name,figma_node,widget_id,widget_name,widget_type,data_behaviour,data_requirement,source_type,api_contract,final_api,canonical,live_route,join_status,notes,closure_theme,implementation_status
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W14,Monitoring Style,Selector,Canonical requirement not fully supported,Monitoring approach,CANONICAL / CONTRACT GAP,BusinessOperations.Configure — route TBD,GET/PATCH /v1/business/moments/{momentId}/operations; POST /v1/business/moments/{momentId}/operations/activate,business.business_operations_context,POST /v1/moments + businessSetup,CLIENT_FIX,Setup prefs allowlist,CL-25,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W15,Approval Model,Governance Selector,Canonical/derived mapping with unresolved contract detail,Approval-routing logic,CANONICAL,BusinessOperations.ConfigureApprovalPolicy — HTTP route TBD,POST /v1/governance/approval-requests; GET/PATCH /v1/governance/approval-requests/{approvalId},governance.governance_policy + governance.policy_version + governance.approval_step,POST /v1/moments/:id/approval-requests,WIRED,Approval request create live,CL-15,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W16,Approval Above,Currency / Threshold,Canonical/derived mapping with unresolved contract detail,Spend threshold,CANONICAL,BusinessOperations.ConfigureApprovalPolicy — HTTP route TBD,POST /v1/governance/approval-requests; GET/PATCH /v1/governance/approval-requests/{approvalId},governance.governance_policy + governance.policy_version + governance.approval_step,POST /v1/moments/:id/approval-requests,WIRED,Approval request create live,CL-15,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W17,Approval Owner,Person / Role Selector,Canonical/derived mapping with unresolved contract detail,Primary approver,CANONICAL,BusinessOperations.ConfigureApprovalPolicy — HTTP route TBD,POST /v1/governance/approval-requests; GET/PATCH /v1/governance/approval-requests/{approvalId},governance.governance_policy + governance.policy_version + governance.approval_step,POST /v1/moments/:id/approval-requests,WIRED,Approval request create live,CL-15,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W18,Secondary Approvers,Multi-person Selector,Canonical/derived mapping with unresolved contract detail,Additional approvers,CANONICAL,BusinessOperations.ConfigureApprovalPolicy — HTTP route TBD,POST /v1/governance/approval-requests; GET/PATCH /v1/governance/approval-requests/{approvalId},governance.governance_policy + governance.policy_version + governance.approval_step,POST /v1/moments/:id/approval-requests,WIRED,Approval request create live,CL-15,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W19,Escalation Contact,Person Selector,Canonical requirement not fully supported,Escalation contact,CANONICAL / CONTRACT GAP,BusinessOperations.Configure — route TBD,POST /v1/governance/approval-requests; GET/PATCH /v1/governance/approval-requests/{approvalId},governance/escalation recipient policy,POST /v1/moments/:id/approval-requests,WIRED,Approval request create live,CL-15,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W20,Invite More Members,Action,Local UI / navigation,No canonical persistence,LOCAL UI,LOCAL_ONLY,N/A,,LOCAL,LOCAL_ONLY,UI-only / navigation,—,N/A
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W21,Visibility,Permission Selector,Canonical/derived mapping with unresolved contract detail,Workspace visibility,CANONICAL,BusinessOperations.ConfigureVisibility — HTTP route TBD,GET/POST /v1/companies/{companyId}/vendors; GET/PATCH /v1/vendors/{vendorId}; GET/POST /v1/vendors/{vendorId}/contracts; POST /v1/contracts/{contractId}/slas; POST /v1/slas/{slaId}/checks,governance.visibility_policy / notification preference,PATCH /v1/companies/:id/vendors/:vendorId,WIRED,Vendor PATCH + contracts live,CL-27,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W22,Alert Audience / Destination,Notification Selector,Canonical/derived mapping with unresolved contract detail,Alert routing,CANONICAL,BusinessOperations.ConfigureVisibility — HTTP route TBD,GET/POST /v1/companies/{companyId}/vendors; GET/PATCH /v1/vendors/{vendorId}; GET/POST /v1/vendors/{vendorId}/contracts; POST /v1/contracts/{contractId}/slas; POST /v1/slas/{slaId}/checks,governance.visibility_policy / notification preference,PATCH /v1/companies/:id/vendors/:vendorId,WIRED,Vendor PATCH + contracts live,CL-27,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W23,Configured Scope Summary,Summary,Canonical/derived mapping with unresolved contract detail,Configured scope,PROJECTION / CANONICAL,BusinessOperations.GetSetup — HTTP route TBD,POST /v1/governance/approval-requests; GET/PATCH /v1/governance/approval-requests/{approvalId},business.business_operations_context + finance.budget + governance.*,POST /v1/moments/:id/approval-requests,WIRED,Approval request create live,CL-15,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W24,Configured Model Summary,Summary,Canonical/derived mapping with unresolved contract detail,Configured model,PROJECTION / CANONICAL,BusinessOperations.GetSetup — HTTP route TBD,POST /v1/governance/approval-requests; GET/PATCH /v1/governance/approval-requests/{approvalId},business.business_operations_context + finance.budget + governance.*,POST /v1/moments/:id/approval-requests,WIRED,Approval request create live,CL-15,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W25,Monthly Budget Summary,Summary KPI,Canonical/derived mapping with unresolved contract detail,Configured budget,PROJECTION / CANONICAL,BusinessOperations.GetSetup — HTTP route TBD,POST /v1/governance/approval-requests; GET/PATCH /v1/governance/approval-requests/{approvalId},business.business_operations_context + finance.budget + governance.*,POST /v1/moments/:id/approval-requests,WIRED,Approval request create live,CL-15,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W26,Monitoring Summary,Summary,Canonical/derived mapping with unresolved contract detail,Monitoring approach,PROJECTION / CANONICAL,BusinessOperations.GetSetup — HTTP route TBD,POST /v1/governance/approval-requests; GET/PATCH /v1/governance/approval-requests/{approvalId},business.business_operations_context + finance.budget + governance.*,POST /v1/moments/:id/approval-requests,WIRED,Approval request create live,CL-15,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W27,Owner Summary,Summary,Canonical/derived mapping with unresolved contract detail,Operational owner,PROJECTION / CANONICAL,BusinessOperations.GetSetup — HTTP route TBD,POST /v1/governance/approval-requests; GET/PATCH /v1/governance/approval-requests/{approvalId},business.business_operations_context + finance.budget + governance.*,POST /v1/moments/:id/approval-requests,WIRED,Approval request create live,CL-15,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W28,Alert Configuration Summary,Status,Canonical/derived mapping with unresolved contract detail,Alert configuration,PROJECTION / CANONICAL,BusinessOperations.GetSetup — HTTP route TBD,POST /v1/governance/approval-requests; GET/PATCH /v1/governance/approval-requests/{approvalId},business.business_operations_context + finance.budget + governance.*,POST /v1/moments/:id/approval-requests,WIRED,Approval request create live,CL-15,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W29,Setup Status Summary,Status,Canonical/derived mapping with unresolved contract detail,Setup completeness,PROJECTION / CANONICAL,BusinessOperations.GetSetup — HTTP route TBD,POST /v1/governance/approval-requests; GET/PATCH /v1/governance/approval-requests/{approvalId},business.business_operations_context + finance.budget + governance.*,POST /v1/moments/:id/approval-requests,WIRED,Approval request create live,CL-15,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W30,Ready to Activate,Status,Canonical/derived mapping with unresolved contract detail,Readiness,PROJECTION / CANONICAL,BusinessOperations.GetSetup — HTTP route TBD,POST /v1/governance/approval-requests; GET/PATCH /v1/governance/approval-requests/{approvalId},business.business_operations_context + finance.budget + governance.*,POST /v1/moments/:id/approval-requests,WIRED,Approval request create live,CL-15,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO01,Business Operations Setup,692:37188,B-BO01-W31,Activate Business Operations,CTA,Canonical requirement not fully supported,Activates Operations,CANONICAL / CONTRACT GAP,BusinessOperations.Activate — HTTP route TBD,POST /v1/governance/approval-requests; GET/PATCH /v1/governance/approval-requests/{approvalId},business.business_operations_context,POST /v1/moments/:id/approval-requests,WIRED,Approval request create live,CL-15,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W01,Company Selector,Selector,Local UI / navigation,No canonical persistence,LOCAL UI,LOCAL_ONLY,N/A,,LOCAL,LOCAL_ONLY,UI-only / navigation,—,N/A
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W02,Active Moment Module Selector,Selector,Local UI / navigation,No canonical persistence,LOCAL UI,LOCAL_ONLY,N/A,,LOCAL,LOCAL_ONLY,UI-only / navigation,—,N/A
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W03,Moment Settings,Navigation,Local UI / navigation,No canonical persistence,LOCAL UI,LOCAL_ONLY,N/A,,LOCAL,LOCAL_ONLY,UI-only / navigation,—,N/A
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W04,Operations Health Score,Derived KPI,Canonical/projection read,Overall Operations health,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,GET /v1/business/moments/:momentId/pulse,projection.business_pulse,GET /v1/business/moments/:id/pulse | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops Pulse fidelity + SQL extras,—,EXISTING / VERIFY
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W05,Operations Health State,Derived Status,Canonical/derived mapping with unresolved contract detail,Interprets health,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,GET /v1/business/moments/{momentId}/operations/pulse; GET /v1/companies/{companyId}/vendors/summary,projection.business_pulse / analytics.metric_current,GET /v1/business/moments/:id/pulse | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops Pulse fidelity + SQL extras,CL-29,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W06,Operations Health Narrative,Insight,Canonical/derived mapping with unresolved contract detail,Explains health,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,GET /v1/business/moments/{momentId}/operations/pulse; GET /v1/companies/{companyId}/vendors/summary,projection.business_pulse / analytics.metric_current,GET /v1/business/moments/:id/pulse | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops Pulse fidelity + SQL extras,CL-29,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W07,Monthly Spend,KPI,Canonical/derived mapping with unresolved contract detail,Current spend,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,Applies to all /v1 Business commands/reads,finance.expense + finance.business_expense_context,GET /v1/business/moments/:id/finance | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops pulse SQL aggregations live,CL-40,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W08,Spend vs Forecast,Variance KPI,Canonical requirement not fully supported,Actual vs expected spend,CANONICAL / CONTRACT GAP,GET /v1/business/moments/:momentId/pulse,GET /v1/business/moments/{momentId}/operations/pulse; GET /v1/companies/{companyId}/vendors/summary,analytics metric / forecast source,GET /v1/business/moments/:id/pulse | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops Pulse fidelity + SQL extras,CL-29,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W09,Active Vendors,KPI,Canonical/derived mapping with unresolved contract detail,Active vendors,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,Applies to all /v1 Business commands/reads,business.vendor,GET /v1/business/moments/:id/pulse | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops Pulse fidelity + SQL extras,CL-40,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W10,Vendor Onboarding Trend,Trend,Canonical/derived mapping with unresolved contract detail,New vendors,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,Applies to all /v1 Business commands/reads,business.vendor,GET /v1/business/moments/:id/pulse | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops Pulse fidelity + SQL extras,CL-40,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W11,SLA Compliance,Derived KPI,Canonical/derived mapping with unresolved contract detail,Overall SLA compliance,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,GET /v1/business/moments/{momentId}/operations/pulse; GET /v1/companies/{companyId}/vendors/summary,business.sla_definition + business.sla_check + analytics.metric_current,GET /v1/business/moments/:id/pulse | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops Pulse fidelity + SQL extras,CL-29,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W12,SLA Target Variance,Variance KPI,Canonical/derived mapping with unresolved contract detail,SLA vs target,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,GET /v1/business/moments/{momentId}/operations/pulse; GET /v1/companies/{companyId}/vendors/summary,business.sla_definition + business.sla_check + analytics.metric_current,GET /v1/business/moments/:id/pulse | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops Pulse fidelity + SQL extras,CL-29,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W13,Spend by Category,Visualization,Canonical/derived mapping with unresolved contract detail,Spend composition,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,Applies to all /v1 Business commands/reads,finance.expense,GET /v1/business/moments/:id/finance | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops pulse SQL aggregations live,CL-40,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W14,SaaS & Tools Spend Share,Derived KPI,Canonical/derived mapping with unresolved contract detail,Spend share,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,Applies to all /v1 Business commands/reads,finance.expense,GET /v1/business/moments/:id/finance | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops pulse SQL aggregations live,CL-40,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W15,Office & Facilities Spend Share,Derived KPI,Canonical/derived mapping with unresolved contract detail,Spend share,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,Applies to all /v1 Business commands/reads,finance.expense,GET /v1/business/moments/:id/finance | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops pulse SQL aggregations live,CL-40,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W16,Professional Services Spend Share,Derived KPI,Canonical/derived mapping with unresolved contract detail,Spend share,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,Applies to all /v1 Business commands/reads,finance.expense,GET /v1/business/moments/:id/finance | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops pulse SQL aggregations live,CL-40,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W17,Marketing Spend Share,Derived KPI,Canonical/derived mapping with unresolved contract detail,Spend share,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,Applies to all /v1 Business commands/reads,finance.expense,GET /v1/business/moments/:id/finance | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops pulse SQL aggregations live,CL-40,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W18,Needs Attention Count,KPI,Canonical/projection read,Attention items,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,GET /v1/business/moments/:momentId/pulse,projection.business_pulse,GET /v1/business/moments/:id/pulse | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops Pulse fidelity + SQL extras,—,EXISTING / VERIFY
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W19,Vendor SLA Risk Alert,Alert Card,Canonical/derived mapping with unresolved contract detail,Vendor/SLA risk,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,Applies to all /v1 Business commands/reads,analytics.attention_item / projection.business_pulse,GET /v1/business/moments/:id/pulse | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops Pulse fidelity + SQL extras,CL-40,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W20,Alert Priority,Status,Canonical/derived mapping with unresolved contract detail,Severity,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,Applies to all /v1 Business commands/reads,analytics.attention_item / projection.business_pulse,GET /v1/business/moments/:id/pulse | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops Pulse fidelity + SQL extras,CL-40,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W21,Alert Owner / Due,Ownership,Canonical/derived mapping with unresolved contract detail,Owner/deadline,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,Applies to all /v1 Business commands/reads,analytics.attention_item / projection.business_pulse,GET /v1/business/moments/:id/pulse | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops Pulse fidelity + SQL extras,CL-40,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W22,Escalate,Action,Canonical requirement not fully supported,Escalates issue,CANONICAL / CONTRACT GAP,BusinessOperations.AttentionAction — route TBD,GET/POST /v1/companies/{companyId}/vendors; GET/PATCH /v1/vendors/{vendorId}; GET/POST /v1/vendors/{vendorId}/contracts; POST /v1/contracts/{contractId}/slas; POST /v1/slas/{slaId}/checks,business.escalation / notification command,GET /v1/business/moments/:id/pulse | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops Pulse fidelity + SQL extras,CL-27,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W23,Renewal Decision Alert,Alert Card,Canonical/derived mapping with unresolved contract detail,Upcoming contract/lease decision,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,Applies to all /v1 Business commands/reads,analytics.attention_item / projection.business_pulse,GET /v1/business/moments/:id/pulse | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops Pulse fidelity + SQL extras,CL-40,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W24,Send Reminder,Action,Canonical requirement not fully supported,Sends reminder,CANONICAL / CONTRACT GAP,BusinessOperations.AttentionAction — route TBD,GET/POST /v1/companies/{companyId}/vendors; GET/PATCH /v1/vendors/{vendorId}; GET/POST /v1/vendors/{vendorId}/contracts; POST /v1/contracts/{contractId}/slas; POST /v1/slas/{slaId}/checks,business.escalation / notification command,GET /v1/business/moments/:id/pulse | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops Pulse fidelity + SQL extras,CL-27,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W25,Recent Operations Activity,Timeline,Canonical/derived mapping with unresolved contract detail,Latest events,PROJECTION / CANONICAL,GET /v1/moments/:momentId/activity?cursor=&limit=,Applies to all /v1 Business commands/reads,projection.recent_activity / projection.business_moments,GET /v1/business/moments/:id/pulse | GET /v1/business/moments/:id/pulse (operations extras),WIRED,Ops Pulse fidelity + SQL extras,CL-40,IMPLEMENTATION REQUIRED
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W26,Activity Period,Filter,Local UI / navigation,No canonical persistence,LOCAL UI,LOCAL_ONLY,N/A,,LOCAL,LOCAL_ONLY,UI-only / navigation,—,N/A
OPS,B-M4 Business Operations,Business Operations,B-BO02,Business Operations Pulse,692:43993,B-BO02-W27,Operations Intelligence,AI Insight Group,Canonical/derived mapping with unresolved contract detail,AI insights,PROJECTION / CANONICAL,GET /v1/business/moments/:momentId/pulse,GET /v1/business/moments/{momentId}/operations/pulse; GET /v1/companies/{companyId}/vendors/summary,ai.ai_insight + analytics.metric_current,,DEFERRED,AI/intelligence deferred — honest empty,CL-29,IMPLEMENTATION REQUIRED
